client_count,total_duration
6050,0.833642452
6060,1.270361225
6070,0.79724547
6080,0.851709915
6090,0.814909141
6100,0.862263151
6110,0.813409729
6120,0.82156002
6130,0.840314391
6140,0.838173089
6150,0.881257103
6160,0.98917529
6170,0.853436232
6180,0.800141192
6190,0.889438082
6200,0.832342583
6210,0.815142971
6220,0.888440291
6230,0.832429355
6240,0.827136996
6250,0.85937055
6260,0.822794786
6270,0.850425743
6280,0.897262454
6290,0.813115918
6300,0.888965107
6310,0.840070415
6320,0.820927213
6330,0.856513903
6340,0.856111625
6350,0.871045242
6360,0.91956632
6370,0.846371375
6380,0.866404926
6390,0.944853112
6400,0.854847901
6410,0.8890515
6420,0.91323149
6430,0.908186021
6440,0.884132356
6450,0.919194372
6460,0.93590111
6470,0.916626617
6480,0.828869608
6490,0.840432145
6500,0.892728178
6510,0.851132712
6520,0.975081894
6530,1.009227965
6540,3.8827368939999998
6550,0.786401846
6560,0.868040745
6570,0.894228736
6580,0.870909271
6590,0.851154785
6600,0.901460916
6610,0.905734589
6620,0.895355644
6630,0.872555138
6640,0.964560024
6650,0.950138354
6660,0.915704715
6670,0.879776716
6680,0.949470439
6690,0.928891194
6700,0.894063935
6710,0.905035938
6720,0.88735754
6730,0.940630815
6740,0.922301091
6750,0.910399565
6760,0.935792697
6770,0.894155876
6780,0.877329056
6790,0.930923484
6800,0.911166994
6810,0.957014027
6820,0.960118932
6830,0.881669758
6840,0.939518651
6850,0.933184658
6860,1.155969417
6870,0.982947417
6880,1.002203166
6890,1.056593465
6900,0.958137922
6910,0.992083149
6920,1.022643335
6930,0.974052325
6940,1.177901549
6950,0.965091232
6960,1.013928986
6970,1.004767258
6980,1.027710051
6990,1.048321719
7000,0.962539085
7010,1.071310609
7020,1.036872293
7030,1.006109184
7040,1.073323611
7050,0.957405757
7060,1.02574928
7070,0.991660269
7080,1.065225934
7090,1.105389466
7100,1.108841802
7110,1.091387831
7120,0.948085115
7130,0.997335006
7140,0.984202871
7150,1.040253745
7160,0.960239563
7170,0.943461836
